Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 100 | 1 | 10000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.162839c3. | 1 | 100034 | 00000000.00000000.00000000.8294a62f.00000000.00000000.00000000.00000000. | 1 | 100027 | 00000000.00000000.00000000.00000000.00000000.00000000.f53777c6.00000000. | 1 | 10000c | 00000000.00000000.82c50552.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 100012 | 00000000.00000000.00000000.00000000.c5074794.00000000.00000000.00000000. | 1 | 100037 | 5294d520.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000410.00000000.00000000.00000000. | 1 | 10003a | 00000000.00000000.00000000.00000000.00000000.94a6b841.00000000.00000000. |
| 110 | 1 | 100018 | 00000000.00000000.00000000.00000000.00000000.00000000.074989d6.00000000. | 1 | 10003d | 00000000.00000000.94d71762.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.cadcee77.0000034b.00000f48.00000000.7fffbfe0.00400020. | 1 | 100000 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a6b8ca53. |
| 111 | 1 | 100003 | 00000000.00000000.00000000.00000000.d71959a4.00000000.00000000.00000000. | 1 | 100033 | 00000000.00000000.79bbfc4a.00000000.00000000.00000000.00000000.00000000. | 1 | 100036 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.cddff17b. | 1 | 10001b | 00000000.00000000.00000000.3a4c5de7.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 08001d | 00000000.00000000.00000000.00000000.bbfe3e8c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.73859721.00000000.00000000. | 1 | 080009 | 00000000.00000000.00000000.6173850f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080015 | 00000000.00000000.5ea0e132.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 08001b | 00000000.00000000.00000000.00000000.00000000.00000000.e32565b6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080016 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c80a4a9e.00000000. | 1 | 080007 | 00000000.00000000.00000000.00000000.00000000.9aacbe49.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.acbed05b. |
| 010 | 1 | 080012 | 00000000.97a9bb45.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080001 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.67a9ea3a.00000000.00000000.00000000.00000000.00000000. | 1 | 08001e | 2567a7f8.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080015 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcd57.00000000.00000000.00000000.00000000. |
| 011 | 1 | 080013 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e2f50691.00000000.00000000. | 1 | 080004 | 00000000.00000000.00000000.00000000.a9ec2c7c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080018 | 00000000.00000000.00000000.00000000.00000000.bbcddf69.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080007 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ec2e6ebe.00000000. |
| 100 | 1 | 08001e | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dff2038d.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080002 | 00000000.00000000.00000000.00000000.00000000.00000000.d11353a6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080016 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.f50718a3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2e70b100.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 08001c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.192b3cc7.00000000.00000000.00000000.00000000. | 1 | 080010 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b2f53584.00000000.00000000.00000000. | 1 | 080008 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5597d82a.00000000.00000000.00000000.00000000.00000000. | 1 | 080019 | 00000000.07192ab5.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 080002 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3d4f60eb. | 1 | 08000e | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.da1c5cae.00000000. | 1 | 08000b | 00000000.00000000.00000000.00000000.97da1a6c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001f | 00000000.00000000.00000000.00000000.00000000.2b3d4ed9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 080011 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.1c5e9ef0.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080016 | 3779ba08.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080005 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4f6172fd.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000a | 00000000.283a4bd5.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffd9 | 00000000.00000000.00000000.00000000.e02264a6.00000000.00000000.00000000. | 1 | 7ffffe | 6daff232.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc1 | 00000000.00000000.00000000.00000000.00000000.6d7f91a3.00000000.00000000. | 1 | 7fffe6 | 00000000.d9ebfe0f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffdf | 00000000.00000000.00000000.00000000.00000000.00000000.2264a6e8.00000000. | 1 | 7fffc4 | 00000000.00000000.aff23474.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.7f91a3b5. | 1 | 7fffdc | 00000000.01132537.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffca | 00000000.00000000.00000000.00000000.f23476b6.00000000.00000000.00000000. | 1 | 100012 | 00000000.00000000.00000000.b8cadc5f.00000000.00000000.00000000.00000000. | 1 | 10003a | 00000000.00000000.00000000.00000000.a6e9295c.00000000.00000000.00000000. | 1 | 7fffe2 | 00000000.00000000.00000000.13253749.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffe8 | 00000000.00000000.00000000.00000000.00000000.2537495b.00000000.00000000. | 1 | 7fffcd | 00000000.91a3b5c7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd0 | 00000000.00000000.00000000.00000000.00000000.00000000.3476b8f8.00000000. | 1 | 7fffe5 | 64a6e92a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.37495b6d. | 1 | 7fffd3 | 00000000.00000000.00000000.a3b5c7d9.00000000.00000000.00000000.00000000. | 1 | 7fffc6 | 00000000.00000000.00000000.00000000.00000000.00000000.000007e0.00000000. | 1 | 7fffeb | 00000000.00000000.a6e92b6c.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffd6 | 76b8fb3a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd9 | 00000000.00000000.00000000.00000000.00000000.b5c7d9eb.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000a48.00000000.00000000.00000000. | 1 | 7ffff1 | 00000000.00000000.00000000.00000000.e92b6dae.00000000.00000000.00000000. |
| 110 | 1 | 7fffdf | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.c7d9ebfd. | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.2b6daff0.00000000. | 1 | 7fffbf | 00000000.00000000.3d7fc200.00000a48.00000020.00000000.7fffbfe0.00400034. | 1 | 7fffdc | 00000000.00000000.b8fb3d7c.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 7fffe2 | 00000000.00000000.00000000.00000000.fb3d7fbe.00000000.00000000.00000000. | 1 | 7fffd2 | 00000000.00000000.07e02264.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.3f011325. | 1 | 7ffffa | 00000000.00000000.00000000.5b6d7f91.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 080017 | 2264a4d8.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080012 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.074989c0.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080006 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a6b8ca4d.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.64a6e71a.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 080018 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.8bce0e44.00000000.00000000.00000000. | 1 | 08000c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.cadcee71.00000000.00000000. | 1 | 080015 | 00000000.00000000.498bcc02.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080000 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e92b6b9e.00000000. |
| 010 | 1 | 080007 | 00000000.00000000.00000000.00000000.00000000.f2041599.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000f | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.dcef0083.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.041627ab. | 1 | 08001b | 00000000.00000000.00000000.00000000.00000000.00000000.ce105086.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 3fffe6 | 0007e022.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080015 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.011324a7.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.495b6d7f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080001 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5294d50a.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 080018 | 00000000.00000000.00000000.00000000.00000000.132536b9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080007 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.d719598e.00000000. | 1 | 080004 | 00000000.00000000.00000000.00000000.94d7174c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001b | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.253748cb. |
| 101 | 1 | 08001e | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.37495add.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080002 | 00000000.00000000.00000000.00000000.00000000.00000000.bbfe3e76.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 080016 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.4c5e6ff3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08000a | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.195b9bd0.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00003f01.00000000.00000000.00000000.00000000. | 1 | 080001 | 00000000.00000000.00000000.495b6cef.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 08001c | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.70829417.00000000.00000000.00000000.00000000. | 1 | 080010 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.9de02054.00000000.00000000.00000000. |
